group,cer,wer,accuracy
degraded,0.6196776761581226,0.7560604172802846,31.213095328079643
dense_text,0.29232366035296237,0.446679931157627,63.04982042447053
handwritten,0.39035626535626533,0.8359788359788359,38.68324493324493
printed,0.41371647576928333,0.5798159915037361,50.32337663634903
receipts,0.08954200462623052,0.16252387457800194,87.39670603978838
scene_text,0.17777777777777778,0.5,66.11111111111111
