group,cer,wer,accuracy
degraded,0.6013636846463727,0.732768308268934,33.29340035423466
dense_text,0.29232366035296237,0.446679931157627,63.04982042447053
handwritten,0.708867958867959,0.9298941798941799,18.061893061893063
printed,0.41371647576928333,0.5798159915037361,50.32337663634903
receipts,0.1884502414307713,0.26729241344104515,77.21286725640918
scene_text,0.17777777777777778,0.5,66.11111111111111
